2024-05-03 12:44:58,026 INFO    StreamThr :8842 [internal.py:wandb_internal():86] W&B internal server running at pid: 8842, started at: 2024-05-03 12:44:58.026283
2024-05-03 12:44:58,027 DEBUG   HandlerThread:8842 [handler.py:handle_request():146] handle_request: status
2024-05-03 12:44:58,032 INFO    WriterThread:8842 [datastore.py:open_for_write():87] open: /home/radoslavralev/Documents/Thesis/gfn-diffusion/energy_sampling/wandb/run-20240503_124458-0j2vunbs/run-0j2vunbs.wandb
2024-05-03 12:44:58,033 DEBUG   SenderThread:8842 [sender.py:send():379] send: header
2024-05-03 12:44:58,046 DEBUG   SenderThread:8842 [sender.py:send():379] send: run
2024-05-03 12:44:58,474 INFO    SenderThread:8842 [dir_watcher.py:__init__():211] watching files in: /home/radoslavralev/Documents/Thesis/gfn-diffusion/energy_sampling/wandb/run-20240503_124458-0j2vunbs/files
2024-05-03 12:44:58,474 INFO    SenderThread:8842 [sender.py:_start_run_threads():1124] run started: 0j2vunbs with start time 1714733098.029845
2024-05-03 12:44:58,477 DEBUG   HandlerThread:8842 [handler.py:handle_request():146] handle_request: check_version
2024-05-03 12:44:58,477 DEBUG   SenderThread:8842 [sender.py:send_request():406] send_request: check_version
2024-05-03 12:44:58,549 DEBUG   HandlerThread:8842 [handler.py:handle_request():146] handle_request: run_start
2024-05-03 12:44:58,553 DEBUG   HandlerThread:8842 [system_info.py:__init__():26] System info init
2024-05-03 12:44:58,554 DEBUG   HandlerThread:8842 [system_info.py:__init__():41] System info init done
2024-05-03 12:44:58,554 INFO    HandlerThread:8842 [system_monitor.py:start():194] Starting system monitor
2024-05-03 12:44:58,554 INFO    SystemMonitor:8842 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-03 12:44:58,555 INFO    HandlerThread:8842 [system_monitor.py:probe():214] Collecting system info
2024-05-03 12:44:58,555 INFO    SystemMonitor:8842 [interfaces.py:start():190] Started cpu monitoring
2024-05-03 12:44:58,555 INFO    SystemMonitor:8842 [interfaces.py:start():190] Started disk monitoring
2024-05-03 12:44:58,556 INFO    SystemMonitor:8842 [interfaces.py:start():190] Started gpu monitoring
2024-05-03 12:44:58,556 INFO    SystemMonitor:8842 [interfaces.py:start():190] Started memory monitoring
2024-05-03 12:44:58,557 INFO    SystemMonitor:8842 [interfaces.py:start():190] Started network monitoring
2024-05-03 12:44:58,565 DEBUG   HandlerThread:8842 [system_info.py:probe():150] Probing system
2024-05-03 12:44:58,569 DEBUG   HandlerThread:8842 [system_info.py:_probe_git():135] Probing git
2024-05-03 12:44:58,575 DEBUG   HandlerThread:8842 [system_info.py:_probe_git():143] Probing git done
2024-05-03 12:44:58,575 DEBUG   HandlerThread:8842 [system_info.py:probe():198] Probing system done
2024-05-03 12:44:58,575 DEBUG   HandlerThread:8842 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-28-generic-x86_64-with-glibc2.17', 'python': '3.8.19', 'heartbeatAt': '2024-05-03T10:44:58.565708', 'startedAt': '2024-05-03T10:44:58.023298', 'docker': None, 'cuda': None, 'args': ('--t_scale', '1.', '--energy', 'alanine_vacuum_full', '--pis_architectures', '--zero_init', '--clipping', '--mode_fwd', 'tb', '--lr_policy', '1e-3', '--lr_back', '1e-3', '--lr_flow', '1e-1', '--exploratory', '--exploration_wd', '--exploration_factor', '0.1', '--local_search', '--buffer_size', '600000', '--prioritized', 'rank', '--rank_weight', '0.01', '--ld_step', '0.1', '--ld_schedule', '--target_acceptance_rate', '0.574'), 'state': 'running', 'program': 'train.py', 'codePathLocal': 'train.py', 'codePath': 'energy_sampling/train.py', 'git': {'remote': 'https://github.com/GFNOrg/gfn-diffusion.git', 'commit': '7c350b4c208658faf5e2b63280f8fd4da8a6b3f8'}, 'email': 'radoslavralev@tum.de', 'root': '/home/radoslavralev/Documents/Thesis/gfn-diffusion', 'host': 'rr-msi', 'username': 'radoslavralev', 'executable': '/home/radoslavralev/miniconda3/envs/gfn-diffusion/bin/python', 'cpu_count': 8, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2774.0662500000003, 'min': 400.0, 'max': 4033.3333333333335}, 'cpu_freq_per_core': [{'current': 1812.878, 'min': 400.0, 'max': 4400.0}, {'current': 3940.826, 'min': 400.0, 'max': 4400.0}, {'current': 3750.996, 'min': 400.0, 'max': 4400.0}, {'current': 3742.237, 'min': 400.0, 'max': 4400.0}, {'current': 3892.146, 'min': 400.0, 'max': 4400.0}, {'current': 400.0, 'min': 400.0, 'max': 4400.0}, {'current': 3066.617, 'min': 400.0, 'max': 4400.0}, {'current': 3224.132, 'min': 400.0, 'max': 4400.0}, {'current': 2471.55, 'min': 400.0, 'max': 3300.0}, {'current': 3247.908, 'min': 400.0, 'max': 3300.0}, {'current': 2120.465, 'min': 400.0, 'max': 3300.0}, {'current': 1619.04, 'min': 400.0, 'max': 3300.0}], 'disk': {'/': {'total': 896.8126182556152, 'used': 285.83554458618164}}, 'gpu': 'NVIDIA GeForce RTX 4050 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4050 Laptop GPU', 'memory_total': 6439305216}], 'memory': {'total': 31.04425048828125}}
2024-05-03 12:44:58,575 INFO    HandlerThread:8842 [system_monitor.py:probe():224] Finished collecting system info
2024-05-03 12:44:58,575 INFO    HandlerThread:8842 [system_monitor.py:probe():227] Publishing system info
2024-05-03 12:44:58,575 DEBUG   HandlerThread:8842 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-03 12:44:59,475 INFO    Thread-12 :8842 [dir_watcher.py:_on_file_created():271] file/dir created: /home/radoslavralev/Documents/Thesis/gfn-diffusion/energy_sampling/wandb/run-20240503_124458-0j2vunbs/files/conda-environment.yaml
2024-05-03 12:44:59,645 DEBUG   HandlerThread:8842 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-03 12:44:59,645 INFO    HandlerThread:8842 [system_monitor.py:probe():229] Finished publishing system info
2024-05-03 12:44:59,650 DEBUG   SenderThread:8842 [sender.py:send():379] send: files
2024-05-03 12:44:59,650 INFO    SenderThread:8842 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-03 12:44:59,696 DEBUG   HandlerThread:8842 [handler.py:handle_request():146] handle_request: python_packages
2024-05-03 12:44:59,696 DEBUG   SenderThread:8842 [sender.py:send_request():406] send_request: python_packages
2024-05-03 12:44:59,696 DEBUG   HandlerThread:8842 [handler.py:handle_request():146] handle_request: stop_status
2024-05-03 12:44:59,697 DEBUG   SenderThread:8842 [sender.py:send_request():406] send_request: stop_status
2024-05-03 12:44:59,697 DEBUG   HandlerThread:8842 [handler.py:handle_request():146] handle_request: internal_messages
