2024-05-02 12:34:33,674 INFO    StreamThr :17465 [internal.py:wandb_internal():86] W&B internal server running at pid: 17465, started at: 2024-05-02 12:34:33.674579
2024-05-02 12:34:33,676 DEBUG   HandlerThread:17465 [handler.py:handle_request():146] handle_request: status
2024-05-02 12:34:33,677 INFO    WriterThread:17465 [datastore.py:open_for_write():87] open: /home/radoslavralev/Documents/Thesis/gfn-diffusion/energy_sampling/wandb/run-20240502_123433-map0q5px/run-map0q5px.wandb
2024-05-02 12:34:33,677 DEBUG   SenderThread:17465 [sender.py:send():379] send: header
2024-05-02 12:34:33,696 DEBUG   SenderThread:17465 [sender.py:send():379] send: run
2024-05-02 12:34:34,310 INFO    SenderThread:17465 [dir_watcher.py:__init__():211] watching files in: /home/radoslavralev/Documents/Thesis/gfn-diffusion/energy_sampling/wandb/run-20240502_123433-map0q5px/files
2024-05-02 12:34:34,310 INFO    SenderThread:17465 [sender.py:_start_run_threads():1124] run started: map0q5px with start time 1714646073.674515
2024-05-02 12:34:34,316 DEBUG   HandlerThread:17465 [handler.py:handle_request():146] handle_request: check_version
2024-05-02 12:34:34,317 DEBUG   SenderThread:17465 [sender.py:send_request():406] send_request: check_version
2024-05-02 12:34:34,577 DEBUG   HandlerThread:17465 [handler.py:handle_request():146] handle_request: run_start
2024-05-02 12:34:34,582 DEBUG   HandlerThread:17465 [system_info.py:__init__():26] System info init
2024-05-02 12:34:34,583 DEBUG   HandlerThread:17465 [system_info.py:__init__():41] System info init done
2024-05-02 12:34:34,583 INFO    HandlerThread:17465 [system_monitor.py:start():194] Starting system monitor
2024-05-02 12:34:34,583 INFO    SystemMonitor:17465 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-02 12:34:34,583 INFO    HandlerThread:17465 [system_monitor.py:probe():214] Collecting system info
2024-05-02 12:34:34,584 INFO    SystemMonitor:17465 [interfaces.py:start():190] Started cpu monitoring
2024-05-02 12:34:34,585 INFO    SystemMonitor:17465 [interfaces.py:start():190] Started disk monitoring
2024-05-02 12:34:34,585 INFO    SystemMonitor:17465 [interfaces.py:start():190] Started gpu monitoring
2024-05-02 12:34:34,585 INFO    SystemMonitor:17465 [interfaces.py:start():190] Started memory monitoring
2024-05-02 12:34:34,586 INFO    SystemMonitor:17465 [interfaces.py:start():190] Started network monitoring
2024-05-02 12:34:34,591 DEBUG   HandlerThread:17465 [system_info.py:probe():150] Probing system
