2024-05-03 14:17:12,493 INFO    StreamThr :32377 [internal.py:wandb_internal():86] W&B internal server running at pid: 32377, started at: 2024-05-03 14:17:12.493279
2024-05-03 14:17:12,494 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: status
2024-05-03 14:17:12,496 INFO    WriterThread:32377 [datastore.py:open_for_write():87] open: /home/radoslavralev/Documents/Thesis/gfn-diffusion/energy_sampling/wandb/run-20240503_141712-3ntv9vo3/run-3ntv9vo3.wandb
2024-05-03 14:17:12,496 DEBUG   SenderThread:32377 [sender.py:send():379] send: header
2024-05-03 14:17:12,514 DEBUG   SenderThread:32377 [sender.py:send():379] send: run
2024-05-03 14:17:13,009 INFO    SenderThread:32377 [dir_watcher.py:__init__():211] watching files in: /home/radoslavralev/Documents/Thesis/gfn-diffusion/energy_sampling/wandb/run-20240503_141712-3ntv9vo3/files
2024-05-03 14:17:13,009 INFO    SenderThread:32377 [sender.py:_start_run_threads():1124] run started: 3ntv9vo3 with start time 1714738632.493154
2024-05-03 14:17:13,015 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: check_version
2024-05-03 14:17:13,016 DEBUG   SenderThread:32377 [sender.py:send_request():406] send_request: check_version
2024-05-03 14:17:13,206 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: run_start
2024-05-03 14:17:13,211 DEBUG   HandlerThread:32377 [system_info.py:__init__():26] System info init
2024-05-03 14:17:13,211 DEBUG   HandlerThread:32377 [system_info.py:__init__():41] System info init done
2024-05-03 14:17:13,211 INFO    HandlerThread:32377 [system_monitor.py:start():194] Starting system monitor
2024-05-03 14:17:13,211 INFO    SystemMonitor:32377 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-03 14:17:13,212 INFO    HandlerThread:32377 [system_monitor.py:probe():214] Collecting system info
2024-05-03 14:17:13,212 INFO    SystemMonitor:32377 [interfaces.py:start():190] Started cpu monitoring
2024-05-03 14:17:13,212 INFO    SystemMonitor:32377 [interfaces.py:start():190] Started disk monitoring
2024-05-03 14:17:13,213 INFO    SystemMonitor:32377 [interfaces.py:start():190] Started gpu monitoring
2024-05-03 14:17:13,214 INFO    SystemMonitor:32377 [interfaces.py:start():190] Started memory monitoring
2024-05-03 14:17:13,214 INFO    SystemMonitor:32377 [interfaces.py:start():190] Started network monitoring
2024-05-03 14:17:13,222 DEBUG   HandlerThread:32377 [system_info.py:probe():150] Probing system
2024-05-03 14:17:13,227 DEBUG   HandlerThread:32377 [system_info.py:_probe_git():135] Probing git
2024-05-03 14:17:13,234 DEBUG   HandlerThread:32377 [system_info.py:_probe_git():143] Probing git done
2024-05-03 14:17:13,234 DEBUG   HandlerThread:32377 [system_info.py:probe():198] Probing system done
2024-05-03 14:17:13,234 DEBUG   HandlerThread:32377 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-28-generic-x86_64-with-glibc2.17', 'python': '3.8.19', 'heartbeatAt': '2024-05-03T12:17:13.222714', 'startedAt': '2024-05-03T12:17:12.490745', 'docker': None, 'cuda': None, 'args': ('--t_scale', '1.', '--energy', 'alanine_vacuum_full', '--pis_architectures', '--zero_init', '--clipping', '--bwd', '--mode_bwd', 'mle', '--lr_back', '0.001', '--lr_flow', '0.0001', '--lr_policy', '0.0001'), 'state': 'running', 'program': 'train.py', 'codePathLocal': 'train.py', 'codePath': 'energy_sampling/train.py', 'git': {'remote': 'https://github.com/GFNOrg/gfn-diffusion.git', 'commit': '7c350b4c208658faf5e2b63280f8fd4da8a6b3f8'}, 'email': 'radoslavralev@tum.de', 'root': '/home/radoslavralev/Documents/Thesis/gfn-diffusion', 'host': 'rr-msi', 'username': 'radoslavralev', 'executable': '/home/radoslavralev/miniconda3/envs/gfn-diffusion/bin/python', 'cpu_count': 8, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2885.372666666666, 'min': 400.0, 'max': 4033.3333333333335}, 'cpu_freq_per_core': [{'current': 3772.545, 'min': 400.0, 'max': 4400.0}, {'current': 856.146, 'min': 400.0, 'max': 4400.0}, {'current': 2505.163, 'min': 400.0, 'max': 4400.0}, {'current': 3679.602, 'min': 400.0, 'max': 4400.0}, {'current': 4272.127, 'min': 400.0, 'max': 4400.0}, {'current': 2763.785, 'min': 400.0, 'max': 4400.0}, {'current': 3851.278, 'min': 400.0, 'max': 4400.0}, {'current': 1596.341, 'min': 400.0, 'max': 4400.0}, {'current': 2877.963, 'min': 400.0, 'max': 3300.0}, {'current': 2391.469, 'min': 400.0, 'max': 3300.0}, {'current': 2760.226, 'min': 400.0, 'max': 3300.0}, {'current': 3297.827, 'min': 400.0, 'max': 3300.0}], 'disk': {'/': {'total': 896.8126182556152, 'used': 285.85271072387695}}, 'gpu': 'NVIDIA GeForce RTX 4050 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4050 Laptop GPU', 'memory_total': 6439305216}], 'memory': {'total': 31.04425048828125}}
2024-05-03 14:17:13,234 INFO    HandlerThread:32377 [system_monitor.py:probe():224] Finished collecting system info
2024-05-03 14:17:13,234 INFO    HandlerThread:32377 [system_monitor.py:probe():227] Publishing system info
2024-05-03 14:17:13,234 DEBUG   HandlerThread:32377 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-03 14:17:14,010 INFO    Thread-12 :32377 [dir_watcher.py:_on_file_created():271] file/dir created: /home/radoslavralev/Documents/Thesis/gfn-diffusion/energy_sampling/wandb/run-20240503_141712-3ntv9vo3/files/conda-environment.yaml
2024-05-03 14:17:14,153 DEBUG   HandlerThread:32377 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-03 14:17:14,154 INFO    HandlerThread:32377 [system_monitor.py:probe():229] Finished publishing system info
2024-05-03 14:17:14,155 DEBUG   SenderThread:32377 [sender.py:send():379] send: files
2024-05-03 14:17:14,155 INFO    SenderThread:32377 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-03 14:17:14,188 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: python_packages
2024-05-03 14:17:14,188 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: stop_status
2024-05-03 14:17:14,189 DEBUG   SenderThread:32377 [sender.py:send_request():406] send_request: python_packages
2024-05-03 14:17:14,189 DEBUG   SenderThread:32377 [sender.py:send_request():406] send_request: stop_status
2024-05-03 14:17:14,190 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-03 14:17:14,539 DEBUG   SenderThread:32377 [sender.py:send():379] send: telemetry
2024-05-03 14:17:14,542 DEBUG   SenderThread:32377 [sender.py:send():379] send: exit
2024-05-03 14:17:14,542 INFO    SenderThread:32377 [sender.py:send_exit():586] handling exit code: 1
2024-05-03 14:17:14,542 INFO    SenderThread:32377 [sender.py:send_exit():588] handling runtime: 1
2024-05-03 14:17:14,542 INFO    SenderThread:32377 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-03 14:17:14,542 INFO    SenderThread:32377 [sender.py:send_exit():594] send defer
2024-05-03 14:17:14,543 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: defer
2024-05-03 14:17:14,543 INFO    HandlerThread:32377 [handler.py:handle_request_defer():172] handle defer: 0
2024-05-03 14:17:14,543 DEBUG   SenderThread:32377 [sender.py:send_request():406] send_request: defer
2024-05-03 14:17:14,543 INFO    SenderThread:32377 [sender.py:send_request_defer():610] handle sender defer: 0
2024-05-03 14:17:14,543 INFO    SenderThread:32377 [sender.py:transition_state():614] send defer: 1
2024-05-03 14:17:14,543 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: defer
2024-05-03 14:17:14,543 INFO    HandlerThread:32377 [handler.py:handle_request_defer():172] handle defer: 1
2024-05-03 14:17:14,543 DEBUG   SenderThread:32377 [sender.py:send_request():406] send_request: defer
2024-05-03 14:17:14,543 INFO    SenderThread:32377 [sender.py:send_request_defer():610] handle sender defer: 1
2024-05-03 14:17:14,543 INFO    SenderThread:32377 [sender.py:transition_state():614] send defer: 2
2024-05-03 14:17:14,543 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: defer
2024-05-03 14:17:14,543 INFO    HandlerThread:32377 [handler.py:handle_request_defer():172] handle defer: 2
2024-05-03 14:17:14,543 INFO    HandlerThread:32377 [system_monitor.py:finish():203] Stopping system monitor
2024-05-03 14:17:14,544 INFO    HandlerThread:32377 [interfaces.py:finish():202] Joined cpu monitor
2024-05-03 14:17:14,544 INFO    HandlerThread:32377 [interfaces.py:finish():202] Joined disk monitor
2024-05-03 14:17:14,544 DEBUG   SystemMonitor:32377 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-03 14:17:14,544 DEBUG   SystemMonitor:32377 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-05-03 14:17:14,544 DEBUG   SystemMonitor:32377 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-05-03 14:17:14,568 INFO    HandlerThread:32377 [interfaces.py:finish():202] Joined gpu monitor
2024-05-03 14:17:14,568 INFO    HandlerThread:32377 [interfaces.py:finish():202] Joined memory monitor
2024-05-03 14:17:14,568 INFO    HandlerThread:32377 [interfaces.py:finish():202] Joined network monitor
2024-05-03 14:17:14,569 DEBUG   SenderThread:32377 [sender.py:send_request():406] send_request: defer
2024-05-03 14:17:14,569 INFO    SenderThread:32377 [sender.py:send_request_defer():610] handle sender defer: 2
2024-05-03 14:17:14,569 INFO    SenderThread:32377 [sender.py:transition_state():614] send defer: 3
2024-05-03 14:17:14,569 DEBUG   SenderThread:32377 [sender.py:send():379] send: stats
2024-05-03 14:17:14,569 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: defer
2024-05-03 14:17:14,569 INFO    HandlerThread:32377 [handler.py:handle_request_defer():172] handle defer: 3
2024-05-03 14:17:14,569 DEBUG   SenderThread:32377 [sender.py:send_request():406] send_request: defer
2024-05-03 14:17:14,569 INFO    SenderThread:32377 [sender.py:send_request_defer():610] handle sender defer: 3
2024-05-03 14:17:14,569 INFO    SenderThread:32377 [sender.py:transition_state():614] send defer: 4
2024-05-03 14:17:14,569 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: defer
2024-05-03 14:17:14,569 INFO    HandlerThread:32377 [handler.py:handle_request_defer():172] handle defer: 4
2024-05-03 14:17:14,570 DEBUG   SenderThread:32377 [sender.py:send_request():406] send_request: defer
2024-05-03 14:17:14,570 INFO    SenderThread:32377 [sender.py:send_request_defer():610] handle sender defer: 4
2024-05-03 14:17:14,570 INFO    SenderThread:32377 [sender.py:transition_state():614] send defer: 5
2024-05-03 14:17:14,570 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: defer
2024-05-03 14:17:14,570 INFO    HandlerThread:32377 [handler.py:handle_request_defer():172] handle defer: 5
2024-05-03 14:17:14,570 DEBUG   SenderThread:32377 [sender.py:send():379] send: summary
2024-05-03 14:17:14,572 INFO    SenderThread:32377 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-03 14:17:14,572 DEBUG   SenderThread:32377 [sender.py:send_request():406] send_request: defer
2024-05-03 14:17:14,572 INFO    SenderThread:32377 [sender.py:send_request_defer():610] handle sender defer: 5
2024-05-03 14:17:14,572 INFO    SenderThread:32377 [sender.py:transition_state():614] send defer: 6
2024-05-03 14:17:14,572 DEBUG   HandlerThread:32377 [handler.py:handle_request():146] handle_request: defer
